2.306814296291525845e-01,-1.694752630573815033e-01,-8.278376511392302461e-01,-3.592204060182118686e-01,-6.557121483757222258e-01,-1.619407871703737456e-01,4.656236722047538135e-01,1.000000000000000000e+00,0.000000000000000000e+00
9.433172216308690627e-01,-1.118356425816029349e-02,-7.436105172975748800e-01,-3.676572556497272881e-01,-7.078848452538306635e-01,5.081301078785117192e-02,8.614577061817558779e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.185403468327754561e+00,1.446882736329321073e+00,1.803822679791093231e+00,2.803724278622357957e+00,-9.529133534254788929e-01,-8.371570420370301191e-01,1.047792116985736932e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.602468039478245121e-01,2.145342570333130250e-01,1.714608067673876413e+00,7.175198277652528045e-01,-1.139563504611819322e+00,-1.830968689321008203e+00,2.747933973430766175e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.326752843559994677e-01,-9.567589214438194933e-02,-6.165894251550930738e-01,-2.986428912879773856e-01,-3.782818111320289112e-01,1.597531912541439336e+00,9.988018360731304446e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.738974559744467352e-01,-1.509752158525453358e-01,-2.265684959137867771e-01,-3.172060070644793228e-01,-8.591202243982380971e-01,4.158901713089236535e-02,1.701304112068141139e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.518609191707710748e-01,-2.668445857911220243e-01,-5.749230985232930413e-01,-2.823278694365598529e-01,4.165783737497077976e-01,4.155905528139086647e-02,-6.930315115062823939e-01,1.000000000000000000e+00,0.000000000000000000e+00
-8.457611900093956470e-01,-4.257637328655894948e-01,3.561056005874732588e-01,-2.112396482815827869e-01,5.255927841177735482e-01,-1.613554610116987975e+00,-1.270238265525763133e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.011675079681886746e-01,8.796577912622846607e-02,-5.761475305714541806e-01,-6.900150179200266465e-02,-9.974341532467003724e-01,-5.275384744225487532e-01,2.103790228851789124e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.664423039209925459e-02,-2.558387418281948822e-01,-5.175213881534117544e-01,-3.533412624753702880e-01,-8.069503702039839688e-01,-8.672523386828548952e-01,2.213875937297400398e-01,0.000000000000000000e+00,1.000000000000000000e+00
