2.280936454849498418e-01,7.263711408979832418e-02,6.301838489840405622e-02,1.780787972951508244e-02,9.604074255921700443e-02,4.356413879146303070e-01,3.312597512198123817e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.718309859154929620e-01,1.003163074702841384e-01,8.226687719892139539e-02,1.605251232002057049e-02,8.609526132387372577e-02,4.897495443374284552e-01,4.067979497190485350e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.206593406593406859e-01,3.552766079893976969e-01,6.644337638512261002e-01,6.758888293664807589e-01,3.938641597055225763e-02,2.639184523517373315e-01,4.423567054155511657e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.290743155149934873e-01,1.397857633693787294e-01,6.440454792675400775e-01,2.418340029182841910e-01,3.806013053396454810e-03,1.116942233630681403e-02,2.948430362715402375e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.486656200941915196e-01,8.554181518502193549e-02,1.112951060201030212e-01,3.041161213555624090e-02,1.489262243969376731e-01,8.831155339524042747e-01,4.330077428543257501e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.569800569800569923e-01,7.587206821572685389e-02,2.004268918369567776e-01,2.654937802259718302e-02,5.726584066128473371e-02,4.874036718010819058e-01,5.670683637592968118e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.509355509355509439e-01,5.561092551693681829e-02,1.208171439998211305e-01,3.380610876569531409e-02,3.004473748548477374e-01,4.873960518175370904e-01,1.101500998339029203e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.097713097713097843e-02,2.782201531441585995e-02,3.335858555659185765e-01,4.859669435919142244e-02,3.212283740665740628e-01,6.646279485884873384e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.624803767660910392e-01,1.176537539055875908e-01,1.205373235930642800e-01,7.819070369201720772e-02,3.089958654252965981e-02,3.426615349601924154e-01,6.438759992153130218e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.950076413652572782e-01,5.753542873268480129e-02,1.339352014439740002e-01,1.903109187878631106e-02,6.721078000670048513e-02,2.562645301462096459e-01,2.846514462411846580e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.461538461538460620e-02,5.092819066127419331e-02,2.354061554192906081e-01,4.519378603007297851e-02,2.367548769561547417e-01,2.507477202927055893e-01,7.116881043197371970e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.115384615384615155e-02,2.926945453241482434e-02,3.592966352478494385e-01,3.907012655111712779e-02,2.980466738150475692e-01,3.734411880345513413e-01,8.188499873628474202e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.751364764267990037e-01,7.672568621315478676e-02,1.629072028555084983e-01,4.881709569083237527e-02,1.651891065348770893e-01,8.274093775579069998e-01,3.674120047177603654e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.538461538461538325e-01,7.420562945265336829e-02,1.384688860437270352e-01,3.524304687438862410e-02,1.644146576487718892e-01,6.058051544594010851e-01,2.709117820234522855e-01,0.000000000000000000e+00,1.000000000000000000e+00
